package_name,version,epoch,repository,languages
ruby3.2-strptime,0.2.5,5,https://github.com/nurse/strptime.git,"{'C': 45576, 'Ruby': 14340, 'Shell': 115}"
ruby3.2-stud,0.0.23,1,https://github.com/jordansissel/ruby-stud,"{'Ruby': 56127, 'Makefile': 576}"
ruby3.2-swd,2.0.3,2,http://github.com/nov/swd,
ruby3.2-systemd-journal,2.0.0,0,https://github.com/ledbettj/systemd-journal,"{'Ruby': 57844, 'C': 627}"
ruby3.2-thread_safe,0.3.6,1,https://github.com/ruby-concurrency/thread_safe,"{'Java': 373411, 'Ruby': 123883, 'CSS': 2150, 'HTML': 640}"
ruby3.2-tilt,2.4.0,1,https://github.com/jeremyevans/tilt,"{'Ruby': 202470, 'HTML': 66}"
ruby3.2-timeout,0.4.1,4,https://github.com/ruby/timeout,"{'Ruby': 14133, 'Shell': 74}"
ruby3.2-timers,4.3.5,4,https://github.com/socketry/timers,{'Ruby': 39188}
ruby3.2-traces,0.13.1,0,https://github.com/socketry/traces,{'Ruby': 23602}
ruby3.2-treetop,1.6.12,2,https://github.com/cjheath/treetop,"{'Ruby': 255623, 'Gnuplot': 345}"
ruby3.2-tzinfo-data,1.2024.2,0,https://github.com/tzinfo/tzinfo-data,{'Ruby': 2187582}
ruby3.2-tzinfo,2.0.6,8,https://github.com/tzinfo/tzinfo,{'Ruby': 1204634}
ruby3.2-validate_email,0.1.6,4,http://github.com/perfectline/validates_email,
ruby3.2-version_gem,1.1.4,0,https://gitlab.com/oauth-xx/version_gem,{'Ruby': 22053}
ruby3.2-webfinger,2.1.2,5,http://github.com/nov/webfinger,
ruby3.2-webrick,1.8.2,0,https://github.com/ruby/webrick,"{'Ruby': 339394, 'Shell': 131, 'HTML': 79}"
ruby3.2-yajl-ruby,1.4.3,5,https://github.com/brianmario/yajl-ruby,"{'C': 172218, 'Ruby': 93436, 'Shell': 97}"
ruby-3.2,3.2.5,2,https://github.com/ruby/ruby,"{'Ruby': 35417607, 'C': 15995194, 'C++': 1589954, 'Rust': 1284218, 'Makefile': 1166820, 'Yacc': 520000, 'HTML': 201805, 'M4': 195196, 'Roff': 123320, 'Python': 98745, 'GDB': 36332, 'Ragel': 28852, 'Assembly': 22534, 'CSS': 20186, 'Shell': 16362, 'JavaScript': 15557, 'Batchfile': 13326, 'Emacs Lisp': 4294, 'Scheme': 557, 'Raku': 506, 'Perl': 178, 'sed': 103, 'Dockerfile': 81}"
ruby3.3-bundler,2.5.21,0,https://github.com/rubygems/rubygems,"{'Ruby': 4648042, 'Roff': 123320, 'Rust': 2535, 'Shell': 2364, 'Dockerfile': 636, 'Batchfile': 37}"
ruby-3.3,3.3.5,1,https://github.com/ruby/ruby,"{'Ruby': 35417607, 'C': 15995194, 'C++': 1589954, 'Rust': 1284218, 'Makefile': 1166820, 'Yacc': 520000, 'HTML': 201805, 'M4': 195196, 'Roff': 123320, 'Python': 98745, 'GDB': 36332, 'Ragel': 28852, 'Assembly': 22534, 'CSS': 20186, 'Shell': 16362, 'JavaScript': 15557, 'Batchfile': 13326, 'Emacs Lisp': 4294, 'Scheme': 557, 'Raku': 506, 'Perl': 178, 'sed': 103, 'Dockerfile': 81}"
ruff,0.6.9,0,https://github.com/astral-sh/ruff,"{'Rust': 10796191, 'Python': 253310, 'TypeScript': 79057, 'Shell': 18402, 'JavaScript': 2048, 'HTML': 1601, 'CSS': 1552, 'Dockerfile': 1352, 'RenderScript': 3}"
runc,1.1.14,1,https://github.com/opencontainers/runc,"{'Go': 1245113, 'Shell': 301013, 'C': 204365, 'Makefile': 10192, 'Dockerfile': 2644, 'Ruby': 2222}"
R-units,0.8.5,0,https://github.com/cran/units,"{'R': 131634, 'C++': 19820, 'TeX': 6726, 'M4': 2749}"
run-one,1.18,0,https://github.com/dustinkirkland/run-one,"{'Shell': 3640, 'Roff': 3146}"
rust-analyzer,20240722,1,https://github.com/rust-lang/rust-analyzer,"{'Rust': 12857075, 'HTML': 249043, 'TypeScript': 236897, 'JavaScript': 1540, 'RenderScript': 1098, 'Shell': 120}"
rustls-ffi,0.14.0,0,https://github.com/rustls/rustls-ffi,"{'Rust': 316198, 'C++': 116327, 'C': 49257, 'CMake': 3632, 'Makefile': 2575}"
rustup,1.27.1,1,https://github.com/rust-lang/rustup.git,"{'Rust': 899739, 'Shell': 39361, 'HTML': 13028, 'Dockerfile': 11457, 'Python': 8534, 'JavaScript': 7747, 'CSS': 5544, 'PowerShell': 641, 'Nix': 626}"
R-wk,0.9.3,0,https://github.com/cran/wk,"{'R': 385846, 'C': 229156, 'C++': 164558}"
rye,0.41.0,0,https://github.com/astral-sh/rye,"{'Rust': 419172, 'C++': 198844, 'Python': 22785, 'Jinja': 3302, 'Shell': 2858, 'Makefile': 684}"
s2n-tls,1.5.4,0,https://github.com/aws/s2n-tls,"{'C': 8324383, 'Rust': 530391, 'Python': 404814, 'Makefile': 305541, 'Shell': 201863, 'CMake': 36294, 'Coq': 29938, 'Nix': 16422, 'Ruby': 6523, 'Perl': 4252, 'Java': 3240, 'HTML': 686}"
s3fs-fuse,1.94,0,https://github.com/s3fs-fuse/s3fs-fuse,"{'C++': 1066366, 'Shell': 152669, 'M4': 12906, 'C': 9320, 'Makefile': 7861, 'Python': 3427}"
s5cmd,2.2.2,6,https://github.com/peak/s5cmd,"{'Go': 704411, 'Python': 19550, 'Makefile': 2076, 'Dockerfile': 220}"
s6,2.13.0.0,1,https://github.com/skarnet/s6.git,"{'C': 377417, 'Makefile': 38107, 'Shell': 4302}"
samply,0.12.0,2,https://github.com/mstange/samply,"{'Rust': 4520089, 'Shell': 7012, 'Nix': 2905, 'C++': 895, 'C': 330}"
sassc,3.6.2,0,https://github.com/sass/sassc,"{'C': 32110, 'Makefile': 5887, 'Shell': 3747, 'M4': 3540}"
sbom-convert,0.0.4,2,https://github.com/protobom/sbom-convert,"{'Go': 24240, 'Shell': 14422, 'Makefile': 1495, 'Dockerfile': 409, 'JavaScript': 70}"
sbomqs,0.1.9,1,https://github.com/interlynk-io/sbomqs,"{'Go': 234812, 'Makefile': 2241, 'Dockerfile': 837}"
sbom-scorecard,0.0.7,16,https://github.com/ebay/sbom-scorecard,"{'Go': 30005, 'Makefile': 2164}"
sbt,1.10.2,1,https://github.com/sbt/sbt,"{'Scala': 3551997, 'Java': 117999, 'Shell': 41125, 'Batchfile': 31485, 'Roff': 7306, 'Makefile': 4356, 'HTML': 3232, 'C': 971, 'C++': 508, 'PowerShell': 408, 'Python': 197}"
scala-2.13,2.13.15,0,https://github.com/scala/scala,"{'Scala': 20491759, 'Java': 350713, 'CSS': 61396, 'JavaScript': 48777, 'Shell': 28363, 'HTML': 11445, 'Batchfile': 3041, 'XSLT': 2266, 'Awk': 1380, 'Ruby': 238, 'C': 141}"
scap-security-guide,0.1.74,1,https://github.com/ComplianceAsCode/content,"{'Shell': 3421863, 'Python': 1589844, 'Jinja': 397122, 'CMake': 150190, 'XSLT': 82289, 'HTML': 19136, 'Puppet': 397, 'Smarty': 392, 'Dockerfile': 232, 'Ruby': 77, 'Makefile': 76}"
sccache,0.8.2,0,https://github.com/mozilla/sccache,"{'Rust': 1193602, 'Shell': 14193, 'C++': 5156, 'C': 1013, 'Cuda': 612, 'CMake': 303, 'M4': 197, 'Makefile': 68}"
scons,4.8.1,0,https://github.com/SCons/scons,"{'Python': 8481644, 'HTML': 817651, 'JavaScript': 214329, 'Shell': 47090, 'Perl': 21398, 'CSS': 18334, 'Ruby': 10888, 'Java': 10449, 'Makefile': 7116, 'XSLT': 6932, 'Batchfile': 6323, 'C': 5502, 'D': 4026, 'Fortran': 3090, 'Dockerfile': 2793, 'C++': 2142, 'PowerShell': 1586, 'Roff': 767, 'Yacc': 500, 'Lex': 65}"
scorecard,5.0.0,1,https://github.com/ossf/scorecard,"{'Go': 2321517, 'Makefile': 21398, 'Dockerfile': 9191, 'Shell': 1499, 'JavaScript': 735}"
sdp-k8s-injector,1.3.5,0,https://github.com/appgate/sdp-k8s-injector,"{'Rust': 458519, 'Shell': 23068, 'Smarty': 2154, 'Dockerfile': 881}"
seaweedfs,3.76,0,https://github.com/seaweedfs/seaweedfs,"{'Go': 3478227, 'Java': 392601, 'HTML': 25808, 'Makefile': 10264, 'Shell': 6409, 'Smarty': 5208, 'Lua': 1515, 'Dockerfile': 586}"
secrets-store-csi-driver-provider-aws,0.3.9,4,https://github.com/aws/secrets-store-csi-driver-provider-aws,"{'Go': 178341, 'Shell': 14208, 'Makefile': 2702, 'Smarty': 1718, 'Dockerfile': 416}"
secrets-store-csi-driver-provider-azure,1.5.3,2,https://github.com/Azure/secrets-store-csi-driver-provider-azure,"{'Go': 333075, 'Shell': 21788, 'Makefile': 11024, 'Dockerfile': 8844, 'Mustache': 3388, 'Python': 604, 'HTML': 371, 'SCSS': 63}"
secrets-store-csi-driver-provider-gcp,1.6.0,0,https://github.com/GoogleCloudPlatform/secrets-store-csi-driver-provider-gcp,"{'Go': 103926, 'Shell': 9903, 'Makefile': 2791, 'Smarty': 1675, 'Dockerfile': 1348}"
secrets-store-csi-driver,1.4.5,3,https://github.com/kubernetes-sigs/secrets-store-csi-driver,"{'Go': 399073, 'Shell': 97100, 'Makefile': 29576, 'Dockerfile': 5533, 'Mustache': 3372}"
selenium,4.25.0,0,https://github.com/SeleniumHQ/selenium,"{'Java': 5982515, 'C#': 2754921, 'C++': 2288118, 'JavaScript': 1935885, 'Ruby': 1168446, 'Python': 1052192, 'HTML': 933593, 'Starlark': 629980, 'Rust': 259826, 'TypeScript': 135676, 'C': 82970, 'Shell': 27380, 'PowerShell': 8326, 'Makefile': 4655, 'Dockerfile': 3377, 'Ragel': 3086, 'XSLT': 1047, 'ASP.NET': 825, 'Batchfile': 688, 'CSS': 600}"
semgrep,1.90.0,0,https://github.com/returntocorp/semgrep,"{'OCaml': 9357629, 'Python': 1611394, 'Java': 509511, 'JavaScript': 233057, 'Yacc': 226533, 'Standard ML': 134947, 'Lex': 104080, 'Go': 54943, 'Shell': 51229, 'Ruby': 37627, 'C++': 32910, 'Makefile': 32609, 'Nix': 21911, 'Dockerfile': 18652, 'Jsonnet': 15122, 'Dune': 14593, 'C': 10312, 'Scala': 9371, 'Elixir': 7621, 'PHP': 4743, 'Mustache': 4118, 'Swift': 3529, 'HTML': 3271, 'C#': 1492, 'HCL': 831, 'Jinja': 592, 'Max': 302, 'Vue': 32, 'Rust': 30}"
shaderc,2024.1,1,https://github.com/google/shaderc,"{'C++': 547154, 'Python': 346119, 'C': 52152, 'CMake': 28271, 'Shell': 25822, 'Makefile': 7586, 'Batchfile': 4317, 'Dockerfile': 1150}"
shadowsocks-rust,1.21.0,0,https://github.com/shadowsocks/shadowsocks-rust,"{'Rust': 3191242, 'Shell': 32083, 'Python': 4799, 'Dockerfile': 2331, 'Ruby': 2040, 'Smarty': 2028, 'PowerShell': 1877, 'Makefile': 835}"
shfmt,3.9.0,1,https://github.com/mvdan/sh,"{'Go': 752089, 'JavaScript': 5616, 'Shell': 1079, 'HTML': 880, 'Dockerfile': 449}"
sigstore-scaffolding,0.7.11,1,https://github.com/sigstore/scaffolding,"{'HCL': 261781, 'Go': 190749, 'Shell': 26741, 'Makefile': 5396}"
simdjson,3.10.1,1,https://github.com/simdjson/simdjson/,"{'C++': 10046558, 'C': 114631, 'CMake': 67234, 'Python': 39977, 'Shell': 25427, 'Ruby': 666, 'JavaScript': 497, 'Makefile': 301, 'Dockerfile': 176}"
skaffold,2.13.2,1,https://github.com/GoogleContainerTools/skaffold,"{'Go': 9379544, 'JavaScript': 143625, 'Shell': 68226, 'HTML': 49498, 'Dockerfile': 32066, 'Makefile': 17763, 'CSS': 15208, 'HCL': 6043, 'Python': 6035, 'Slim': 5232, 'NSIS': 4392, 'Java': 3625, 'Smarty': 2432, 'Batchfile': 2165, 'Starlark': 1925, 'PHP': 1864, 'Mustache': 1078, 'Ruby': 897, 'Groovy': 615, 'TypeScript': 326, 'Procfile': 71}"
skalibs,2.14.2.0,1,https://github.com/skarnet/skalibs.git,"{'C': 556787, 'Makefile': 143418, 'Shell': 5808}"
skopeo,1.16.1,2,https://github.com/containers/skopeo,"{'Go': 294621, 'Shell': 63285, 'Makefile': 10695, 'Perl': 8196, 'Dockerfile': 688}"
slirp4netns,1.3.1,0,https://github.com/rootless-containers/slirp4netns,"{'C': 79009, 'Shell': 16414, 'Roff': 15070, 'Makefile': 2838, 'M4': 1058}"
slsa-verifier,2.6.0,5,https://github.com/slsa-framework/slsa-verifier,"{'Go': 632958, 'TypeScript': 8985, 'Java': 6427, 'Shell': 6388, 'Makefile': 4035, 'Dockerfile': 544}"
smarter-device-manager,1.20.11,10,https://gitlab.com/arm-research/smarter/smarter-device-manager,{'Dockerfile': 689}
smartypants,2.0.1,1,https://github.com/leohemsted/smartypants.py,"{'Python': 38000, 'Makefile': 3333}"
snappy-java,1.1.10.7,0,https://github.com/xerial/snappy-java,"{'Java': 318875, 'C++': 227887, 'Shell': 94403, 'Makefile': 9706, 'Scala': 6534, 'C': 5658, 'CSS': 1554, 'CMake': 525}"
snappy,1.2.1,1,https://github.com/google/snappy,"{'C++': 267625, 'CMake': 16521, 'Starlark': 7668, 'C': 5414}"
snyk-cli,1.1293.1,1,https://github.com/snyk/cli,"{'TypeScript': 2681995, 'C': 1141272, 'JavaScript': 146579, 'Assembly': 141281, 'Go': 130316, 'Ada': 89079, 'C++': 78071, 'Shell': 77305, 'C#': 58177, 'Makefile': 47477, 'Pascal': 42413, 'HTML': 29824, 'DIGITAL Command Language': 27303, 'Python': 14018, 'Roff': 8716, 'CMake': 8099, 'Elixir': 7147, 'Dockerfile': 6329, 'Ruby': 5538, 'PowerShell': 4158, 'Perl': 3895, 'SAS': 1847, 'Module Management System': 1545, 'Swift': 1079, 'M4': 787, 'HCL': 662, 'Scala': 475, 'Batchfile': 367}"
soci,4.0.3,4,https://github.com/SOCI/soci,"{'C++': 2168530, 'CMake': 102630, 'Ada': 84884, 'Shell': 47843, 'HTML': 22070, 'C': 6894, 'PowerShell': 2831, 'Batchfile': 2041, 'CSS': 1031}"
solr,9.7.0,0,https://github.com/apache/solr,"{'Java': 36559422, 'Shell': 332572, 'HTML': 325678, 'Python': 240118, 'CSS': 236312, 'Batchfile': 78626, 'XSLT': 35107, 'JavaScript': 17639, 'Mustache': 8598, 'Handlebars': 7616, 'AMPL': 667}"
sonarqube-10,10.7.0.96327,0,https://github.com/SonarSource/sonarqube,"{'Java': 34532440, 'TypeScript': 8891749, 'JavaScript': 110103, 'CSS': 85811, 'Shell': 27839, 'Ruby': 13336, 'HTML': 11997, 'Batchfile': 5188, 'Dockerfile': 2303, 'Groovy': 1340, 'Starlark': 860, 'Scheme': 359}"
sonar-scanner-cli-entrypoint,10.0.3.1430.5.0.1,1,https://github.com/SonarSource/sonar-scanner-cli-docker,"{'Shell': 7291, 'Dockerfile': 2596, 'Starlark': 112}"
sonar-scanner-cli,6.2.1.4610,0,https://github.com/SonarSource/sonar-scanner-cli,"{'Java': 114942, 'Shell': 4237, 'Batchfile': 3271, 'Starlark': 112, 'JavaScript': 40}"
sonobuoy,0.57.2,1,https://github.com/vmware-tanzu/sonobuoy,"{'Go': 993060, 'SCSS': 32874, 'HTML': 32560, 'Shell': 25578, 'Dockerfile': 2074, 'Makefile': 776, 'JavaScript': 566}"
sops,3.9.1,0,https://github.com/getsops/sops,"{'Go': 564107, 'Rust': 42658, 'Makefile': 3797, 'Dockerfile': 574}"
souffle,2.4.1,0,https://github.com/souffle-lang/souffle,"{'C++': 3933104, 'CMake': 121462, 'Yacc': 58234, 'Lex': 30320, 'Python': 23270, 'C': 14703, 'Shell': 7503, 'Java': 4730, 'SWIG': 1049}"
spark-3.5,3.5.3,2,https://github.com/apache/spark,"{'Scala': 54239896, 'Python': 13222836, 'Java': 6336959, 'Jupyter Notebook': 4331372, 'HiveQL': 1968675, 'R': 1303817, 'PLpgSQL': 352493, 'Shell': 258850, 'JavaScript': 241159, 'ANTLR': 76672, 'HTML': 46802, 'Batchfile': 28201, 'CSS': 27700, 'Dockerfile': 21387, 'Roff': 20539, 'Makefile': 2388, 'Thrift': 2016, 'q': 1919, 'PowerShell': 1772, 'C': 1493, 'ReScript': 240}"
spark-operator,1.4.6,1,https://github.com/GoogleCloudPlatform/spark-on-k8s-operator,"{'Go': 729534, 'Smarty': 17285, 'Makefile': 14067, 'Shell': 8097, 'Dockerfile': 3448, 'Python': 2224}"
spdlog,1.14.1,2,https://github.com/gabime/spdlog,"{'C++': 1070383, 'CMake': 27979, 'C': 3468, 'Shell': 856, 'Python': 497}"
spdx-tools-java,1.1.8,1,https://github.com/spdx/tools-java.git,"{'Java': 516713, 'Dockerfile': 967, 'Shell': 93}"
speedtest-go,1.7.9,1,https://github.com/showwin/speedtest-go,{'Go': 108445}
spegel,0.0.25,0,https://github.com/spegel-org/spegel,"{'Go': 124725, 'Shell': 9094, 'Smarty': 2474, 'Dockerfile': 447, 'Makefile': 445}"
spicedb,1.37.0,0,https://github.com/authzed/spicedb,"{'Go': 4224207, 'JavaScript': 16612, 'HTML': 3663, 'Dockerfile': 1578}"
spin,2.7.0,1,https://github.com/fermyon/spin,"{'Rust': 2841094, 'Makefile': 4009, 'HCL': 3300, 'Dockerfile': 2441, 'Go': 1972, 'Nix': 1086, 'Shell': 1060, 'C': 928, 'Zig': 205, 'PHP': 36}"
spire-server,1.10.4,1,https://github.com/spiffe/spire,"{'Go': 6599574, 'Shell': 233983, 'Makefile': 20509, 'Dockerfile': 5239, 'Smarty': 2193, 'Open Policy Agent': 1719, 'HCL': 136}"
spirv-headers,1.3.261.1,2,https://github.com/KhronosGroup/SPIRV-Headers,"{'C++': 477011, 'C': 426077, 'C#': 175845, 'Python': 170708, 'Lua': 152894, 'Beef': 84469, 'D': 65666, 'CMake': 7090, 'Starlark': 4862, 'Shell': 209}"
spirv-tools,1.3.261.1,2,https://github.com/KhronosGroup/SPIRV-tools,"{'C++': 20532263, 'Go': 729085, 'Python': 178165, 'JavaScript': 136599, 'CMake': 126311, 'C': 74626, 'Shell': 30655, 'Starlark': 25784, 'Makefile': 15974, 'Batchfile': 6684, 'Ruby': 2885, 'Emacs Lisp': 1654, 'HTML': 493}"
spqr,1.5.0,1,https://github.com/pg-sharding/spqr,"{'Go': 1005389, 'Gherkin': 103727, 'Yacc': 15606, 'Makefile': 6943, 'Shell': 5656, 'Dockerfile': 5646, 'PLpgSQL': 3120, 'Ragel': 2813, 'HCL': 2169, 'JavaScript': 226}"
sqlmap,1.8,0,https://github.com/sqlmapproject/sqlmap,"{'Python': 2072538, 'C': 13823, 'Shell': 12673, 'HTML': 5763, 'Perl': 2136, 'C++': 1641, 'PLpgSQL': 536, 'TSQL': 466, 'PLSQL': 397}"
sqlpad,7.5.0,1,https://github.com/sqlpad/sqlpad,"{'JavaScript': 579376, 'TypeScript': 326788, 'CSS': 40002, 'Shell': 9342, 'Dockerfile': 4253, 'Smarty': 1842, 'HTML': 573}"
squid,6.11,0,https://github.com/squid-cache/squid.git,"{'C++': 7951172, 'C': 709832, 'M4': 225041, 'Makefile': 142379, 'Perl': 119339, 'Shell': 98180, 'Roff': 70681, 'Awk': 7631, 'HTML': 2381, 'CSS': 1791, 'sed': 311}"
src-fingerprint,0.19.0,18,https://github.com/GitGuardian/src-fingerprint',"{'C++': 7951172, 'C': 709832, 'M4': 225041, 'Makefile': 142379, 'Perl': 119339, 'Shell': 98180, 'Roff': 70681, 'Awk': 7631, 'HTML': 2381, 'CSS': 1791, 'sed': 311}"
src,5.5.0,0,https://github.com/sourcegraph/src-cli,"{'Go': 927049, 'Starlark': 156068, 'Python': 4828, 'JavaScript': 2983, 'Shell': 2295, 'Dockerfile': 1109, 'Nix': 1106}"
ssdeep,2.14.1,3,https://github.com/ssdeep-project/ssdeep,"{'C': 76552, 'C++': 65099, 'Roff': 5262, 'M4': 2731, 'Makefile': 1744, 'Shell': 881}"
sshfs,3.7.4,0,https://github.com/deadbeefsociety/sshfs,"{'C': 148250, 'Python': 21063, 'Shell': 3077, 'Meson': 2873, 'Emacs Lisp': 733, 'Just': 271}"
ssh-import-id,5.11,2,https://git.launchpad.net/ssh-import-id,{'Python': 15597}
ssl_client,3.20.3,0,https://github.com/alpinelinux/aports,"{'Shell': 18602972, 'C': 151963, 'Lua': 67006, 'HCL': 16003, 'Makefile': 6500, 'Perl': 5890, 'Python': 5173, 'JavaScript': 4053, 'CMake': 3766, 'Common Lisp': 3507, 'PHP': 3318, 'Roff': 2635, 'HTML': 2634, 'Ruby': 2273, 'Elm': 1660, 'Java': 1470, 'Vim Script': 1141, 'Meson': 604, 'Augeas': 295, 'KakouneScript': 109}"
stakater-reloader,1.1.0,1,https://github.com/stakater/Reloader,"{'Go': 361228, 'Makefile': 3159, 'Mustache': 1934, 'Dockerfile': 1082}"
starship,1.20.1,4,https://github.com/starship/starship,"{'Rust': 1376681, 'Shell': 41170, 'PowerShell': 15578, 'Lua': 2062, 'Xonsh': 1370, 'HTML': 1243, 'Nu': 1161, 'Elvish': 1073}"
statsd,0.10.2,1,https://github.com/statsd/statsd,"{'JavaScript': 174345, 'Shell': 3686, 'Perl': 1451, 'Dockerfile': 653, 'Procfile': 49}"
step-ca,0.27.4,0,https://github.com/smallstep/certificates,"{'Go': 4179678, 'Shell': 10935, 'Makefile': 4650, 'Dockerfile': 749}"
step-issuer,0.9.5,0,https://github.com/smallstep/step-issuer,"{'Go': 46704, 'Makefile': 4658, 'Dockerfile': 382}"
step-kms-plugin,0.11.5,0,https://github.com/smallstep/step-kms-plugin,"{'Go': 69040, 'Shell': 36263, 'Makefile': 4624, 'Dockerfile': 359}"
step,0.27.4,0,https://github.com/smallstep/cli,"{'Go': 3012653, 'Makefile': 6063, 'Shell': 4857, 'PowerShell': 2112, 'Dockerfile': 1010}"
stern,1.31.0,0,https://github.com/stern/stern,"{'Go': 147035, 'Makefile': 2126, 'Shell': 467, 'Smarty': 238, 'Dockerfile': 171}"
strace,6.11,0,https://github.com/strace/strace.git,"{'C': 8397062, 'Shell': 254828, 'M4': 73094, 'Makefile': 67824, 'Perl': 25398, 'Awk': 17878, 'Yacc': 7577, 'Lex': 4937, 'sed': 1189}"
stress-ng,0.18.05,0,https://github.com/ColinIanKing/stress-ng,"{'C': 6391651, 'Roff': 327007, 'Shell': 24451, 'Makefile': 20909, 'C++': 7758, 'Dockerfile': 1029}"
strimzi-kafka-operator,0.43.0,2,https://github.com/strimzi/strimzi-kafka-operator,"{'Java': 15689541, 'Shell': 151635, 'Groovy': 36170, 'Makefile': 32625, 'Dockerfile': 10135, 'Mustache': 10010, 'Awk': 566, '1C Enterprise': 272}"
sudo-rs,0.2.3,1,https://github.com/memorysafety/sudo-rs,"{'Rust': 1038184, 'Shell': 9957, 'Dockerfile': 1314, 'Makefile': 882, 'C': 226}"
su-exec,0.2,6,https://github.com/ncopa/su-exec,"{'C': 1900, 'Makefile': 251}"
supercronic,0.2.32,0,https://github.com/aptible/supercronic,"{'Go': 89712, 'Shell': 6282, 'Makefile': 692}"
superset,4.0.2,3,https://github.com/apache/superset.git,"{'TypeScript': 9926357, 'Jupyter Notebook': 9509270, 'Python': 8383565, 'JavaScript': 2019905, 'HTML': 1342380, 'Less': 56942, 'Shell': 56552, 'Dockerfile': 11164, 'Jinja': 5847, 'Smarty': 5044, 'CSS': 4808, 'Makefile': 4176, 'Pug': 2969, 'Mako': 1197}"
supervisor,4.2.5,5,https://github.com/Supervisor/supervisor,"{'Python': 1396205, 'HTML': 34522, 'CSS': 3430}"
suricata-update,1.3.3,6,https://github.com/OISF/suricata-update,"{'Python': 346486, 'Shell': 1329, 'Makefile': 1003, 'Dockerfile': 375}"
suricata,7.0.7,0,https://github.com/OISF/suricata,"{'C': 14063272, 'Rust': 3398837, 'M4': 118288, 'Python': 103292, 'Shell': 46705, 'Makefile': 45880, 'Perl': 36748, 'SmPL': 5503, 'Lua': 1583, 'Dockerfile': 1044}"
svt-av1,2.2.1,0,https://gitlab.com/AOMediaCodec/SVT-AV1.git,{'Python': 32396}
swagger,0.31.0,3,https://github.com/go-swagger/go-swagger,"{'Go': 2217012, 'Shell': 160577, 'HTML': 2251, 'Dockerfile': 947, 'Batchfile': 791, 'PowerShell': 287, 'SCSS': 97}"
swaks,20240103,1,https://github.com/jetmore/swaks.git,"{'Perl': 546783, 'Shell': 4843, 'Raku': 1378, 'Batchfile': 580, 'HTML': 55}"
syft,1.13.0,0,https://github.com/anchore/syft,"{'Go': 3673084, 'Lua': 82633, 'Shell': 61758, 'Python': 40259, 'Makefile': 35276, 'Dockerfile': 22417, 'Elixir': 9158, 'Ruby': 9083, 'Java': 6170, 'Erlang': 5108, 'C': 4597, 'PHP': 1637, 'C++': 1017, 'Prolog': 764, 'Roff': 357, 'HTML': 132, 'Vim Script': 89, 'Perl': 5}"
sysfsutils,2.1.1,0,https://github.com/linux-ras/sysfsutils,"{'C': 246271, 'M4': 5895, 'Shell': 2163, 'Makefile': 1675, 'Roff': 1523}"
sysstat,12.7.6,0,https://github.com/sysstat/sysstat,"{'C': 2444238, 'Roff': 151667, 'Tcl': 47209, 'Shell': 38271, 'Makefile': 29137, 'M4': 23506, 'Python': 13851, 'Perl': 11803}"
systemd,256.6,2,https://github.com/systemd/systemd,"{'C': 34119912, 'Python': 2040888, 'Shell': 1686559, 'Meson': 455114, 'SmPL': 32042, 'HTML': 23536, 'C++': 11015, 'Awk': 2537, 'Emacs Lisp': 1187, 'Vim Script': 825, 'Makefile': 407, 'Dockerfile': 156, 'GDB': 92, 'sed': 72}"
tailscale,1.74.1,0,https://github.com/tailscale/tailscale,"{'Go': 9492913, 'C': 249384, 'TypeScript': 165050, 'Shell': 78232, 'Swift': 38629, 'HTML': 18443, 'CSS': 12707, 'PowerShell': 10360, 'Nix': 8651, 'Makefile': 8386, 'Dockerfile': 6902, 'Lua': 6535, 'JavaScript': 3381}"
task,3.39.2,0,https://github.com/go-task/task,"{'Go': 319873, 'Shell': 22948, 'TypeScript': 6399, 'CSS': 4291, 'JavaScript': 4249, 'PowerShell': 1992}"
tclap,1.4,0,https://git.code.sf.net/p/tclap/code,{'CMake': 6845}
tclx,8.6.3,1,https://github.com/flightaware/tclx,"{'C': 768200, 'M4': 134590, 'Tcl': 116429, 'Makefile': 35746, 'Shell': 29968}"
tcpdump,4.99.5,0,https://github.com/the-tcpdump-group/tcpdump.git,"{'C': 3533858, 'CMake': 75267, 'Roff': 66476, 'Shell': 50482, 'M4': 30565, 'Perl': 29692, 'Makefile': 14259, 'Awk': 4120, 'GDB': 660}"
tctl,1.18.1,3,https://github.com/temporalio/tctl,"{'Go': 820504, 'Shell': 41283, 'Dockerfile': 2576, 'Makefile': 1616}"
tekton-chains,0.22.2,0,https://github.com/tektoncd/chains,"{'Go': 855248, 'Shell': 12531}"
tekton-pipelines,0.64.0,0,https://github.com/tektoncd/pipeline,"{'Go': 7016993, 'Shell': 46147, 'Makefile': 6738, 'Smarty': 3940, 'Mustache': 1078, 'Dockerfile': 282}"
telegraf-1.32,1.32.0,1,https://github.com/influxdata/telegraf,"{'Go': 12290138, 'Shell': 33580, 'Makefile': 16825, 'Ragel': 10377, 'Python': 4786, 'Ruby': 1981, 'Dockerfile': 1067}"
teleport,16.4.2,0,https://github.com/gravitational/teleport,"{'Go': 33505473, 'TypeScript': 7554669, 'C': 4713683, 'Shell': 342786, 'Rust': 302385, 'MDX': 241140, 'JavaScript': 231657, 'Makefile': 173799, 'HCL': 82437, 'Objective-C': 61018, 'PowerShell': 34656, 'Dockerfile': 34265, 'Smarty': 31927, 'PLpgSQL': 11193, 'Nix': 7238, 'CSS': 4319, 'NSIS': 1121, 'HTML': 1036}"
